index,cap,line,content
5024,97,49,chegasse lenta e artificiosamente até esse pouco de desespero e
5025,97,50,terror. Não lhe disse nada. Ela batia nervosamente com a ponta do
5026,97,51,"pé no chão; aproximei-me e beijei-a na testa. Virgília recuou, como"
5027,97,52,se fosse um beijo de defunto.
5028,97,53,
5029,98,0,CAPÍTULO XCVII / ENTRE A BOCA E A TESTA
5030,98,1,"Sinto que o leitor estremeceu, — ou devia estremecer. Naturalmente"
5031,98,2,a última palavra sugeriu-lhe três ou quatro reflexões. Veja bem o
5032,98,3,"quadro: numa casinha da Gamboa, duas pessoas que se amam há"
5033,98,4,"muito tempo, uma inclinada para a outra, a dar-lhe um beijo na"
5034,98,5,"testa, e a outra a recuar, como se sentisse o contato de uma boca de"
5035,98,6,"cadáver. Há aí, no breve intervalo, entre a boca e a testa, antes do"
5036,98,7,"beijo e depois do beijo, há aí largo espaço para muita coisa, — a"
5037,98,8,"contração de um ressentimento, — a ruga da desconfiança, — ou"
5038,98,9,enfim o nariz pálido e sonolento da saciedade...
5039,98,10,
5040,99,0,CAPÍTULO XCVIII / SUPRIMIDO
5041,99,1,Separamo-nos alegremente. Jantei reconciliado com a situação. A
5042,99,2,carta anônima restituía à nossa aventura o sal do mistério e a
5043,99,3,pimenta do perigo; e afinal foi bem bom que Virgília não perdesse
5044,99,4,naquela crise a posse de si mesma. De noite fui ao teatro de São
5045,99,5,"Pedro; representava-se uma grande peça, em que a Estela arrancava"
5046,99,6,lágrimas. Entro; corro os olhos pelos camarotes; vejo em um deles
5047,99,7,Damasceno e a família. Trajava a filha com outra elegância e certo
5048,99,8,"apuro, coisa difícil de explicar, porque o pai ganhava apenas o"
5049,99,9,"necessário para endividar-se; e daí, talvez fosse por isso mesmo."
5050,99,10,
5051,99,11,No intervalo fui visitá-los. Damasceno recebeu-me com muitas
5052,99,12,"palavras, a mulher com muitos sorrisos. Quanto a Nhã-loló, não tirou"
5053,99,13,mais os olhos de mim. Parecia-me agora mais bonita que no dia do
5054,99,14,jantar. Achei-lhe certa suavidade etérea casada ao polido das formas
5055,99,15,"terrenas: — expressão vaga, e condigna de um capítulo em que tudo"
5056,99,16,"há de ser vago. Realmente, não sei como lhes diga que não me senti"
5057,99,17,"mal, ao pé da moça, trajando garridamente um vestido fino, um"
5058,99,18,"vestido que me dava cócegas de Tartufo. Ao contemplá-lo, cobrindo"
5059,99,19,"casta e redondamente o joelho, foi que eu fiz uma descoberta sutil, a"
5060,99,20,"saber, que a natureza previu a vestidura humana, condição"
5061,99,21,"necessária ao desenvolvimento da nossa espécie. A nudez habitual,"
5062,99,22,"dada a multiplicação das obras e dos cuidados do indivíduo, tenderia"
5063,99,23,"a embotar os sentidos e a retardar os sexos, ao passo que o"
5064,99,24,"vestuário, negaceando a natureza, aguça e atrai as vontades, ativa-as, reprodu-las, e conseguintemente faz andar a civilização."
5065,99,25,
5066,99,26,Abençoado uso que nos deu Otelo e os paquetes transatlânticos!
5067,99,27,Estou com vontade de suprimir este capítulo. O declive é perigoso.
5068,99,28,"Mas enfim eu escrevo as minhas memórias e não as tuas, leitor"
5069,99,29,"pacato. Ao pé da graciosa donzela, parecia-me tomado de uma"
5070,99,30,sensação dupla e indefinível. Ela exprimia inteiramente a dualidade
5071,99,31,"de Pascal, l'ange et la bête, com a diferença que o jansenista não"
5072,99,32,"admitia a simultaneidade das duas naturezas, ao passo que elas aí"
5073,99,33,"estavam bem juntinhas, — l'ange, que dizia algumas coisas do Céu,"
5074,99,34,"— e la bête, que... Não; decididamente suprimo este capítulo."
5075,99,35,
5076,100,0,CAPÍTULO XCIX / NA PLATÉIA
5077,100,1,"Na platéia achei Lobo Neves, de conversa com alguns amigos,"
5078,100,2,"falamos por alto, a frio, constrangidos um e outro. Mas no intervalo"
5079,100,3,"seguinte, prestes a levantar o pano, encontramo-nos num dos"
5080,100,4,"corredores, em que não havia ninguém. Ele veio a mim, com muita"
5081,100,5,"afabilidade e riso, puxou-me a um dos óculos do teatro, e falamos"
5082,100,6,"muito, principalmente ele, que parecia o mais tranqüilo dos homens."
5083,100,7,
5084,100,8,"Cheguei a perguntar-lhe pela mulher; respondeu que estava boa,"
5085,100,9,"mas torceu logo a conversação para assuntos gerais, expansivo,"
5086,100,10,quase risonho. Adivinhe quem quiser a causa da diferença; eu fujo ao
5087,100,11,Damasceno que me espreita ali da porta do camarote.
5088,100,12,
5089,100,13,"Não ouvi nada do seguinte ato, nem as palavras dos atores, nem as"
5090,100,14,"palmas do público. Reclinado na cadeira, apanhava de memória os"
5091,100,15,"retalhos da conversação do Lobo Neves, refazia as maneiras dele, e"
5092,100,16,concluía que era muito melhor a nova situação. Bastava-nos a
5093,100,17,Gamboa. A freqüência da outra casa aguçaria as invejas.
5094,100,18, 
5095,100,19,Rigorosamente podíamos dispensar-nos de falar todos os dias; era
5096,100,20,"até melhor, metia a saudade de permeio nos amores. Ao demais, eu"
5097,100,21,"galgara os quarenta anos, e não era nada, nem simples eleitor de"
5098,100,22,"paróquia. Urgia fazer alguma coisa, ainda por amor de Virgília, que"
5099,100,23,havia de ufanar-se quando visse luzir o meu nome... Creio que nessa
5100,100,24,"ocasião houve grandes aplausos, mas não juro; eu pensava em outra"
5101,100,25,coisa.
5102,100,26,
5103,100,27,"Multidão, cujo amor cobicei até à morte, era assim que eu me"
5104,100,28,vingava às vezes de ti; deixava burburinhar em volta do meu corpo a
5105,100,29,"gente humana, sem a ouvir, como o Prometeu de Ésquilo fazia aos"
5106,100,30,seus verdugos. Ah! tu cuidavas encadear-me ao rochedo da tua
5107,100,31,"frivolidade, da tua indiferença, ou da tua agitação? Frágeis cadeias,"
5108,100,32,amiga minha; eu rompia-as de um gesto de Gulliver. Vulgar coisa é ir
5109,100,33,"considerar no ermo. O voluptuoso, o esquisito, é insular-se o homem"
5110,100,34,"no meio de um mar de gestos e palavras, de nervos e paixões,"
5111,100,35,"decretar-se alheado, inacessível, ausente. O mais que podem dizer,"
5112,100,36,"quando ele torna a si, — isto é, quando torna aos outros, — é que"
5113,100,37,"baixa do mundo da lua; mas o mundo da lua, esse desvão luminoso e"
5114,100,38,"recatado do cérebro, que outra coisa é senão a afirmação desdenhosa"
5115,100,39,da nossa liberdade espiritual? Vive Deus! eis um bom fecho de
5116,100,40,capítulo.
5117,100,41,
5118,101,0,CAPÍTULO C / O CASO PROVÁVEL
5119,101,1,"Se esse mundo não fosse uma região de espíritos desatentos, era"
5120,101,2,"escusado lembrar ao leitor que eu só afirmo certas leis, quando as"
5121,101,3,possuo deveras; em relação a outras restrinjo-me à admissão da
5122,101,4,probabilidade. Um exemplo da segunda classe constitui o presente
5123,101,5,"capítulo, cuja leitura recomendo a todas as pessoas que amam o"
5124,101,6,"estudo dos fenômenos sociais. Segundo parece, e não é improvável,"
5125,101,7,existe entre os fatos da vida pública e os da vida particular uma certa
5126,101,8,"ação recíproca, regular, e talvez periódica, — ou para usar de uma"
5127,101,9,"imagem, há alguma coisa semelhante às marés da Praia do Flamengo"
5128,101,10,"e de outras igualmente marulhosas. Com efeito, quando a onda"
5129,101,11,"investe a praia, alaga-a muitos palmos a dentro; mas essa mesma"
5130,101,12,"água torna ao mar, com variável força, e vai engrossar a onda que há"
5131,101,13,"de vir, e que terá de tornar como a primeira. Esta é a imagem;"
5132,101,14,vejamos a aplicação.
5133,101,15,
5134,101,16,"Deixei dito noutra página que o Lobo Neves, nomeado presidente de"
5135,101,17,"província, recusou a nomeação por motivo da data do decreto que"
5136,101,18,"era 13; ato grave, cuja conseqüência foi separar do ministério o"
5137,101,19,"marido de Virgília. Assim, o fato particular da ojeriza de um número"
5138,101,20,"produziu o fenômeno da dissidência política. Resta ver como, tempos"
5139,101,21,"depois, um ato político determinou na vida particular uma cessação"
5140,101,22,de movimento. Não convindo ao método deste livro descrever
5141,101,23,"imediatamente esse outro fenômeno, limito-me a dizer por ora que o"
5142,101,24,"Lobo Neves, quatro meses depois de nosso encontro no teatro,"
5143,101,25,reconciliou-se com o ministério; fato que o leitor não deve perder de
5144,101,26,"vista, se quiser penetrar a sutileza do meu pensamento."
5145,101,27,
5146,102,0,CAPÍTULO CI / A REVOLUÇAO DÁLMATA
5147,102,1,"Foi Virgília quem me deu notícia da viravolta política do marido, certa"
5148,102,2,"manhã de outubro, entre onze e meio-dia; falou-me de reuniões, de"
5149,102,3,"conversas, de um discurso..."
5150,102,4,
5151,102,5,"— De maneira, que desta vez fica você baronesa, interrompi eu."
5152,102,6,
5153,102,7,"Ela derreou os cantos da boca, e moveu a cabeça a um e outro lado;"
5154,102,8,mas esse gesto de indiferença era desmentido por alguma coisa
5155,102,9,"menos definível, menos clara, uma expressão de gosto e de"
5156,102,10,"esperança. Não sei por que, imaginei que a carta imperial da"
5157,102,11,"nomeação podia atraí-la à virtude, não digo pela virtude em si"
5158,102,12,"mesma, mas por gratidão ao marido. Que ela amava cordialmente a"
5159,102,13,nobreza. Um dos maiores desgostos de nossa vida foi o aparecimento
5160,102,14,"de certo pelintra de legação, — da legação da Dalmácia,"
5161,102,15,"suponhamos, — o Conde B. V., que a namorou durante três meses."
5162,102,16,
5163,102,17,"Esse homem, vero fidalgo de raça, transtornara um pouco a cabeça"
5164,102,18,"de Virgília, que, além do mais, possuía a vocação diplomática. Não"
5165,102,19,"chego a alcançar o que seria de mim, se não rebentasse na Dalmácia"
5166,102,20,"uma revolução, que derrocou o governo e purificou as embaixadas."
5167,102,21,"Foi sangrenta a revolução, dolorosa, formidável; os jornais, a cada"
5168,102,22,"navio que chegava da Europa, transcreviam os horrores, mediam o"
5169,102,23,"sangue, contavam as cabeças; toda a gente fremia de indignação epiedade... Eu não; eu abençoava interiormente essa tragédia, que me"
5170,102,24,tirara uma pedrinha do sapato. E depois a Dalmácia era tão longe!
5171,102,25,
5172,103,0,CAPÍTULO CII / DE REPOUSO
5173,103,1,"Mas este mesmo homem, que se alegrou com a partida do outro,"
5174,103,2,"praticou daí a tempos... Não, não hei de contá-lo nesta página; fique"
5175,103,3,"esse capítulo para repouso do meu vexame. Uma ação grosseira,"
5176,103,4,"baixa, sem explicação possível... Repito, não contarei o caso nesta"
5177,103,5,página.
5178,103,6,
5179,104,0,CAPÍTULO CIII / DISTRAÇÃO
5180,104,1,"— Não, senhor doutor, isto não se faz. Perdoe-me, isto não se faz."
5181,104,2,Tinha razão D. Plácida. Nenhum cavalheiro chega uma hora mais
5182,104,3,tarde ao lugar em que o espera a sua dama. Entrei esbaforido;
5183,104,4,Virgília tinha ido embora. D. Plácida contou-me que ela esperara
5184,104,5,"muito, que se irritara, que chorara, que jurara votar-me ao desprezo,"
5185,104,6,"e outras mais coisas que a nossa caseira dizia com lágrimas na voz,"
5186,104,7,"pedindo-me que não desamparasse Iaiá, que era ser muito injusto"
5187,104,8,com uma moça que me sacrificara tudo. Expliquei-lhe então que um
5188,104,9,"equívoco... E não era; cuido que foi simples distração. Um dito, uma"
5189,104,10,"conversa, uma anedota, qualquer coisa; simples distração."
5190,104,11,
5191,104,12,Coitada de D. Plácida! Estava aflita deveras. Andava de um lado para
5192,104,13,"outro, abanando a cabeça, suspirando com estrépito, espiando pela"
5193,104,14,"rótula. Coitada de D. Plácida! Com que arte conchegava as roupas,"
5194,104,15,"bafejava as faces, acalentava as manhas do nosso amor! que"
5195,104,16,"imaginação fértil em tornar as horas mais aprazíveis e breves! Flores,"
5196,104,17,"doces, — os bons doces de outros dias, — e muito riso, muito afago,"
5197,104,18,"riso e afago que cresciam com o tempo, como se ela quisesse fixar a"
5198,104,19,"nossa aventura, ou restituir-lhe a primeira flor. Nada esquecia a"
5199,104,20,"nossa confidente e caseira; nada, nem a mentira, porque a um e"
5200,104,21,"outro referia suspiros e saudades que não presenciara; nada, nem a"
5201,104,22,"calúnia, porque uma vez chegou a atribuir-me uma paixão nova. —"
5202,104,23,"Você sabe que não posso gostar de outra mulher, foi a minha"
5203,104,24,"resposta, quando Virgília me falou em semelhante coisa. E esta só"
5204,104,25,"palavra, sem nenhum protesto ou admoestação, dissipou o aleive de"
5205,104,26,"D. Plácida, que ficou triste."
5206,104,27,
5207,104,28,"— Está bem, disse-lhe eu, depois de um quarto de hora; Virgília há"
5208,104,29,de reconhecer que não tive culpa nenhuma... Quer você levar-lhe
5209,104,30,uma carta agora mesmo?
5210,104,31,
5211,104,32,"— Ela há de estar bem triste, coitadinha! Olhe, eu não desejo a morte"
5212,104,33,"de ninguém; mas, se o senhor doutor algum dia chegar a casar com"
5213,104,34,"Iaiá, então sim, é que há de ver o anjo que ela é!"
5214,104,35,
5215,104,36,Lembra-me que desviei o rosto e baixei os olhos ao chão. Recomendo
5216,104,37,"este gesto às pessoas que não tiverem uma palavra pronta pararesponder, ou ainda às que recearem encarar a pupila de outros"
5217,104,38,"olhos. Em tais casos, alguns preferem recitar uma oitava dos"
5218,104,39,"Lusíadas, outros adotam o recurso de assobiar a Norma;"
5219,104,40," eu atenho-me ao gesto indicado; é mais simples, exige menos esforço."
5220,104,41,
5221,104,42,"Três dias depois, estava tudo explicado. Suponho que Virgília ficou"
5222,104,43,"um pouco admirada, quando lhe pedi desculpas das lágrimas que"
5223,104,44,derramara naquela triste ocasião. Nem me lembra se interiormente
5224,104,45,"as atribuí a D. Plácida. Com efeito, podia acontecer que D. Plácida"
5225,104,46,"chorasse, ao vê-la desapontada, e, por um fenômeno da visão, as"
5226,104,47,lágrimas que tinha nos próprios olhos lhe parecessem cair dos olhos
5227,104,48,"de Virgília. Fosse como fosse, tudo estava explicado, mas não"
5228,104,49,"perdoado, e menos ainda esquecido. Virgília dizia-me uma porção de"
5229,104,50,"coisas duras, ameaçava-me com a separação, enfim louvava o"
5230,104,51,"marido. Esse sim, era um homem digno, muito superior a mim,"
5231,104,52,"delicado, um primor de cortesia e afeição; é o que ela dizia, enquanto"
5232,104,53,"eu, sentado, com os braços fincados nos joelhos, olhava para o chão,"
5233,104,54,onde uma mosca arrastava uma formiga que lhe mordia o pé. Pobre
5234,104,55,mosca! pobre formiga!
5235,104,56,
5236,104,57,"— Mas você não diz nada, nada? perguntou Virgília, parando diante"
5237,104,58,de mim.
5238,104,59,
5239,104,60,— Que hei de dizer? Já expliquei tudo; você teima em zangar-se; que
5240,104,61,hei de dizer? Sabe que me parece? Parece-me que você está
5241,104,62,"enfastiada, que se aborrece, que quer acabar..."
5242,104,63,
5243,104,64,— Justamente!
5244,104,65,
5245,104,66,"Foi dali pôr o chapéu, com a mão trêmula, raivosa... — Adeus, D."
5246,104,67,"Plácida, bradou ela para dentro. Depois foi até à porta, correu o"
5247,104,68,"fecho, ia sair; agarrei-a pela cintura. — Está bom, está bom, disse-lhe."
5248,104,69,"Virgília ainda forcejou por sair. Eu retive-a, pedi-lhe que ficasse,"
5249,104,70,que esquecesse; ela afastou-se da porta e foi cair no canapé.
5250,104,71," Sentei-me ao pé dela, disse-lhe muitas coisas meigas, outras humildes,"
5251,104,72,outras graciosas. Não afirmo se os nossos lábios chegaram à
5252,104,73,distância de um fio de cambraia ou ainda menos; é matéria
5253,104,74,"controversa. Lembra-me, sim, que na agitação caiu um brinco de"
5254,104,75,"Virgília, que eu inclinei-me a apanhá-lo, e que a mosca de há pouco"
5255,104,76,"trepou ao brinco, levando sempre a formiga no pé. Então eu, com a"
5256,104,77,"delicadeza nativa de um homem do nosso século, pus na palma da"
5257,104,78,mão aquele casal de mortificados; calculei toda a distância que ia da
5258,104,79,"minha mão ao planeta Saturno, e perguntei a mim mesmo que"
5259,104,80,interesse podia haver num episódio tão mofino. Se concluis daí que
5260,104,81,"eu era um bárbaro, enganas-te, porque eu pedi um grampo a Virgília,"
5261,104,82,a fim de separar os dois insetos; mas a mosca farejou a minha
5262,104,83,"intenção, abriu as asas e foi-se embora. Pobre mosca! pobre formiga!"
5263,104,84,"E Deus viu que isto era bom, como se diz na Escritura."
5264,104,85,
5265,105,0,CAPÍTULO CIV / ERA ELE!
5266,105,1,"Restituí o grampo a Virgília, que o repregou nos cabelos, e preparou-se para sair."
5267,105,2,"Era tarde; tinham dado três horas. Tudo estavaesquecido e perdoado. D. Plácida, que espreitava a ocasião idônea"
5268,105,3,"para a saída, fecha subitamente a janela e exclama:"
5269,105,4,
5270,105,5,— Virgem Nossa Senhora! aí vem o marido de Iaiá!
5271,105,6,
5272,105,7,"O momento de terror foi curto, mas completo. Virgília fez-se da cor"
5273,105,8,"das rendas do vestido, correu até a porta da alcova; D. Plácida, que"
5274,105,9,"fechara a rótula, queria fechar também a porta de dentro; eu dispus-me a esperar o Lobo Neves."
5275,105,10,"Esse curto instante passou. Virgília tornou a si, empurrou-me para a alcova, disse a D. Plácida que"
5276,105,11,voltasse à janela; a confidente obedeceu.
5277,105,12,
5278,105,13,Era ele. D. Plácida abriu-lhe a porta com muitas exclamações de
5279,105,14,"pasmo: — O senhor por aqui! honrando a casa de sua velha! Entre,"
5280,105,15,"faça favor. Adivinhe quem está cá... Não tem que adivinhar, não veio"
5281,105,16,"por outra coisa... Apareça, Iaiá."
5282,105,17,
5283,105,18,"Virgília, que estava a um canto, atirou-se ao marido. Eu espreitava-os pelo buraco da fechadura. O Lobo Neves entrou lentamente,"
5284,105,19,"pálido, frio, quieto, sem explosão, sem arrebatamento, e circulou um"
5285,105,20,olhar em volta da sala.
5286,105,21,
5287,105,22,— Que é isto? exclamou Virgília. Você por aqui?
5288,105,23,
5289,105,24,"— Ia passando, vi D. Plácida à janela, e vim cumprimentá-la."
5290,105,25,
5291,105,26,"— Muito obrigada, acudiu esta. E digam que as velhas não valem"
5292,105,27,"alguma coisa... Olhai, gentes! Iaiá parece estar com ciúmes. E"
5293,105,28,acariciando-a muito: — Este anjinho é que nunca se esqueceu da
5294,105,29,"velha Plácida. Coitadinha! é mesmo a cara da mãe... Sente-se,"
5295,105,30,senhor doutor...
5296,105,31,
5297,105,32,— Não me demoro.
5298,105,33,
5299,105,34,— Você vai para casa? disse Virgília. Vamos juntos.
5300,105,35,
5301,105,36,— Vou.
5302,105,37,
5303,105,38,"— Dê cá o meu chapéu, D. Plácida."
5304,105,39,
5305,105,40,— Está aqui.
5306,105,41,
5307,105,42,"D. Plácida foi buscar um espelho, abriu-o diante dela. Virgília punha o"
5308,105,43,"chapéu, atava as fitas, arranjava os cabelos, falando ao marido, que"
5309,105,44,não respondia nada. A nossa boa velha tagarelava demais; era um
5310,105,45,"modo de disfarçar as tremuras do corpo. Virgília, dominado o"
5311,105,46,"primeiro instante, tornara à posse de si mesma."
5312,105,47,
5313,105,48,"— Pronta! disse ela. Adeus, D. Plácida; não se esqueça de aparecer,"
5314,105,49,"ouviu? A outra prometeu que sim, e abriu-lhes a porta."
5315,105,50,
5316,106,0,CAPÍTULO CV / EQUIVALÊNCIA DAS JANELASD. 
5317,106,1,Plácida fechou a porta e caiu numa cadeira. Eu deixei
5318,106,2,"imediatamente a alcova, e dei dois passos para sair à rua, com o fim"
5319,106,3,"de arrancar Virgília ao marido; foi o que disse, e em bem que o disse,"
5320,106,4,porque D. Plácida deteve-me por um braço. Tempo houve em que
5321,106,5,cheguei a supor que não dissera aquilo senão para que ela me
5322,106,6,"detivesse; mas a simples reflexão basta para mostrar que, depois dos"
5323,106,7,"dez minutos da alcova, o gesto mais genuíno e cordial não podia ser"
5324,106,8,"senão esse. E isto por aquela famosa lei da equivalência das janelas,"
5325,106,9,"que eu tive a satisfação de descobrir e formular, no capítulo LI. Era"
5326,106,10,preciso arejar a consciência. A alcova foi uma janela fechada; eu abri
5327,106,11,"outra com o gesto de sair, e respirei."
5328,106,12,
5329,107,0,CAPÍTULO CVI / JOGO PERIGOSO
5330,107,1,Respirei e sentei-me. D. Plácida atroava a sala com exclamações e
5331,107,2,"lástimas. Eu ouvia, sem lhe dizer coisa nenhuma; refletia comigo se"
5332,107,3,não era melhor ter fechado Virgília na alcova e ficado na sala; mas
5333,107,4,"adverti logo que seria pior; confirmaria a suspeita, chegaria o fogo à"
5334,107,5,"pólvora, e uma cena de sangue... Foi muito melhor assim. Mas"
5335,107,6,depois? que ia acontecer em casa de Virgília? matá-la-ia o marido?
5336,107,7,espancá-la-ia? encerrá-la-ia? expulsá-la-ia? Estas interrogações
5337,107,8,"percorriam lentamente o meu cérebro, como os pontinhos e vírgulas"
5338,107,9,escuras percorrem o campo visual dos olhos enfermos ou cansados.
5339,107,10,"Iam e vinham, com o seu aspecto seco e trágico, e eu não podia"
5340,107,11,"agarrar um deles e dizer: és tu, tu e não outro."
5341,107,12,"De repente vejo um vulto negro; era D. Plácida, que fora dentro,"
5342,107,13,"enfiara a mantinha, e vinha oferecer-se-me para ir à casa do Lobo"
5343,107,14,"Neves. Ponderei que era arriscado, porque ele desconfiaria da visita"
5344,107,15,tão próxima.
5345,107,16,
5346,107,17,"— Sossegue, interrompeu ela; eu saberei arranjar as coisas. Se ele"
5347,107,18,estiver em casa não entro.
5348,107,19,
5349,107,20,Saiu; eu fiquei a ruminar o sucesso e as conseqüências possíveis. Ao
5350,107,21,"cabo, parecia-me jogar um jogo perigoso, e perguntava a mim"
5351,107,22,mesmo se não era tempo de levantar e espairecer. Sentia-me
5352,107,23,"tomado de uma saudade do casamento, de um desejo de canalizar a"
5353,107,24,vida. Por que não? Meu coração tinha ainda que explorar; não me
5354,107,25,"sentia incapaz de um amor casto, severo e puro. Em verdade, as"
5355,107,26,"aventuras são a parte torrencial e vertiginosa da vida, isto é, a"
5356,107,27,exceção; eu estava enfarado delas; não sei até se me pungia algum
5357,107,28,"remorso. Mal pensei naquilo, deixei-me ir atrás da imaginação; vi-me"
5358,107,29,"logo casado, ao pé de uma mulher adorável, diante de um baby, que"
5359,107,30,"dormia no regaço da ama, todos nós no fundo de uma chácara"
5360,107,31,"sombria e verde, a espiarmos através da chácara uma nesga do céu"
5361,107,32,"azul, extremamente azul..."
5362,107,33,
5363,108,0,CAPÍTULO CVII / BILHETE
5364,108,1,"Não houve nada, mas ele suspeita alguma coisa; está"
5365,108,2,"muito sério e não fala; agora saiu. Sorriu uma vezsomente, para Nhonhô, depois de o fitar muito tempo,"
5366,108,3,carrancudo. Não me tratou mal nem bem. Não sei o
5367,108,4,que vai acontecer; Deus queira que isto passe. Muita
5368,108,5,"cautela, por ora, muita cautela."
5369,108,6,
5370,109,0,CAPÍTULO CVIII / QUE SE NÃO ENTENDE
5371,109,1,"Eis aí o drama, eis aí a ponta da orelha trágica de Shakespeare. Esse"
5372,109,2,"retalhinho de papel, garatujado em partes, machucado das mãos, era"
5373,109,3,"um documento de análise, que eu não farei neste capítulo, nem no"
5374,109,4,"outro, nem talvez em todo o resto do livro. Poderia eu tirar ao leitor o"
5375,109,5,"gosto de notar por si mesmo a frieza, a perspicácia e o ânimo dessas"
5376,109,6,poucas linhas traçadas à pressa; e por trás delas a tempestade de
5377,109,7,"outro cérebro, a raiva dissimulada, o desespero que se constrange e"
5378,109,8,"medita, porque tem de resolver-se na lama ou no sangue, ou nas"
5379,109,9,lágrimas?
5380,109,10,
5381,109,11,"Quanto a mim, se vos disser que li o bilhete três ou quatro vezes,"
5382,109,12,"naquele dia, acreditai-o, que é verdade; se vos disser mais que o reli"
5383,109,13,"no dia seguinte, antes e depois do almoço, podeis crê-lo, é a"
5384,109,14,"realidade pura. Mas se vos disser a comoção que tive, duvidai um"
5385,109,15,"pouco da asserção, e não a aceiteis sem provas. Nem então, nem"
5386,109,16,"ainda agora cheguei a discernir o que experimentei. Era medo, e não"
5387,109,17,era medo; era dó e não era dó; era vaidade e não era vaidade;
5388,109,18,"enfim, era amor sem amor, isto é, sem delírio; e tudo isso dava uma"
5389,109,19,"combinação assaz complexa e vaga, uma coisa que não podereis"
5390,109,20,"entender, como eu não entendi. Suponhamos que não disse nada."
5391,109,21,
5392,110,0,CAPÍTULO CIX / O FILÓSOFO
5393,110,1,"Sabido que reli a carta, antes e depois do almoço, sabido fica que"
5394,110,2,"almocei, e só resta dizer que essa refeição foi das mais parcas da"
5395,110,3,"minha vida: um ovo, uma fatia de pão, uma xícara de chá. Não me"
5396,110,4,esqueceu esta circunstância mínima; no meio de tanta coisa
5397,110,5,importante obliterada escapou esse almoço. A razão principal poderia
5398,110,6,ser justamente o meu desastre; mas não foi; a principal razão foi a
5399,110,7,"reflexão que me fez o Quincas Borba, cuja visita recebi naquele dia."
5400,110,8,Disse-me ele que a frugalidade não era necessária para entender o
5401,110,9,"Humanitismo, e menos ainda praticá-lo; que esta filosofia"
5402,110,10,"acomodava-se facilmente com os prazeres da vida, inclusive a mesa,"
5403,110,11,"o espetáculo e os amores; e que, ao contrário, a frugalidade podia"
5404,110,12,"indicar certa tendência para o ascetismo, o que era a expressão"
5405,110,13,acabada de tolice humana.
5406,110,14,
5407,110,15,"— Veja São João, continuou ele; mantinha-se de gafanhotos, no"
5408,110,16,"deserto, em vez de engordar tranqüilamente na cidade, e fazer"
5409,110,17,emagrecer o farisaísmo na sinagoga.
5410,110,18,
5411,110,19,"Deus me livre de contar a história do Quincas Borba, que aliás ouvi"
5412,110,20,"toda naquela triste ocasião, uma história longa, complicada, mas"
5413,110,21,"interessante. E se não conto a história, dispenso-me outrossim de"
5414,110,22,"descrever-lhe a figura, aliás muito diversa da que me apareceu noPasseio Público. Calo-me; digo somente que se a principal"
5415,110,23,"característica do homem não são as feições, mas os vestuários, ele"
5416,110,24,"não era o Quincas Borba; era um desembargador sem beca, um"
5417,110,25,"general sem farda, um negociante sem deficit. Notei-lhe a perfeição"
5418,110,26,"da sobrecasaca, a alvura da camisa, o asseio das botas. A mesma"
5419,110,27,"voz, roufenha outrora, parecia restituída à primitiva sonoridade."
5420,110,28,"Quanto à gesticulação, sem que houvesse perdido a viveza de outro"
5421,110,29,"tempo, não tinha já a desordem, sujeitava-se a um certo método."
5422,110,30,"Mas eu não quero descrevê-lo. Se falasse, por exemplo, no botão de"
5423,110,31,"ouro que trazia ao peito, e na qualidade do couro das botas, iniciaria"
5424,110,32,"uma descrição, que omito por brevidade. Contentem-se de saber que"
5425,110,33,as botas eram de verniz. Saibam mais que ele herdara alguns pares
5426,110,34,de contos de réis de um velho tio de Barbacena.
5427,110,35,
5428,110,36,"Meu espírito, (permitam-me aqui uma comparação de criança!) meu"
5429,110,37,espírito era naquela ocasião uma espécie de peteca. A narração do
5430,110,38,"Quincas Borba dava-lhe uma palmada, ele subia; quando ia a cair, o"
5431,110,39,"bilhete de Virgília dava-lhe outra palmada, e ele era de novo"
5432,110,40,"arremessado aos ares, descia, e o episódio do Passeio Público"
5433,110,41,"recebia-o com outra palmada, igualmente rija e eficaz. Cuido que não"
5434,110,42,nasci para situações complexas. Esse puxar e empuxar de coisas
5435,110,43,opostas desequilibrava-me; tinha vontade de embrulhar o Quincas
5436,110,44,"Borba e Lobo Neves e o bilhete de Virgília na mesma filosofia, e"
5437,110,45,"mandá-los de presente a Aristóteles. Contudo, era instrutiva a"
5438,110,46,narração do nosso filósofo; admirava-lhe sobretudo o talento de
5439,110,47,"observação com que descrevia a gestação e o crescimento do vício,"
5440,110,48,"as lutas interiores, as capitulações vagarosas, o uso da lama."
5441,110,49,
5442,110,50,"— Olhe, observou ele; a primeira noite que passei, na escada de São"
5443,110,51,"Francisco, dormi-a inteira, como se fosse a mais fina pluma. Por quê?"
5444,110,52,Porque fui gradualmente da cama de esteira ao catre de pau do
5445,110,53,quarto próprio ao corpo da guarda do corpo da guarda à rua...
5446,110,54,Quis expor-me finalmente a filosofia; pedi-lhe que não. — Estou
5447,110,55,muito preocupado hoje e não poderia atendê-lo; venha depois; estou
5448,110,56,sempre em casa. Quincas Borba sorriu de um modo malicioso; talvez
5449,110,57,"soubesse da minha aventura, mas não acrescentou nada. Só me"
5450,110,58,disse estas últimas palavras à porta:
5451,110,59,
5452,110,60,"— Venha para o Humanitismo; ele é o grande regaço dos espíritos, o"
